*******************************************************************************************************************
* This Online Resource contains electronic supplemental material (ESM) accompanying the following article submitted to the
* International Journal of Biometeorology - Special Issue (UTCI):
*
* Deriving the Operational Procedure for the Universal Thermal Climate Index UTCI
* by
* Peter Bröde, Dusan Fiala, Krzysztof Blazejczyk, Ingvar Holmér, Gerd Jendritzky, Bernhard Kampmann, Birger Tinz, George Havenith
*
* Corresponding author:
* Peter Bröde
* Leibniz Research Centre for Working Environment and Human Factors (IfADo)
* Ardeystr. 67, 44139 Dortmund, Germany
* Phone +49 231 1084 225
* Fax +49 231 1084 400
* e-mail: broede@ifado.de 
*
* ESM 4: This TAB-delimited file tabulates values of the Offset (= UTCI - Ta) in °C for different input values of:
*    Ta:	air temperature in°C (range: -50 °C to +50 °C)
*    Tr-Ta:	difference between mean radiant temperature (Tr) and air temperature in °C (-30 °C to +70 °C)
*    va:	wind speed in m/s measured 10 m above ground level (0.5 m/s to 30.3 m/s)
*    rH:	relative humidity in % (5% to 100%)
*    pa:	water vapour pressure in kPa (0 kPa to 5 kPa)
*******************************************************************************************************************
Ta	Tr-Ta	va	rH	pa	Offset
47	-15	9.0	45	4.78	7.99
47	-15	13.5	5	0.53	3.48
47	-15	13.5	9	0.96	3.69
47	-15	13.5	18	1.91	4.12
47	-15	13.5	27	2.87	4.98
47	-15	13.5	36	3.82	6.70
47	-15	13.5	45	4.78	9.49
47	-15	20.2	5	0.53	4.98
47	-15	20.2	9	0.96	5.20
47	-15	20.2	18	1.91	6.06
47	-15	20.2	27	2.87	7.13
47	-15	20.2	36	3.82	8.85
47	-15	20.2	45	4.78	10.78
47	-15	30.3	5	0.53	8.63
47	-15	30.3	9	0.96	8.85
47	-15	30.3	18	1.91	9.49
47	-15	30.3	27	2.87	10.14
47	-15	30.3	36	3.82	11.21
47	-15	30.3	45	4.78	12.72
47	-10	0.5	5	0.53	-4.04
47	-10	0.5	9	0.96	-3.61
47	-10	0.5	18	1.91	-2.32
47	-10	0.5	27	2.87	-0.60
47	-10	0.5	36	3.82	1.54
47	-10	0.5	45	4.78	5.41
47	-10	0.8	5	0.53	-4.04
47	-10	0.8	9	0.96	-3.61
47	-10	0.8	18	1.91	-2.32
47	-10	0.8	27	2.87	-0.60
47	-10	0.8	36	3.82	1.33
47	-10	0.8	45	4.78	5.41
47	-10	1.2	5	0.53	-3.83
47	-10	1.2	9	0.96	-3.40
47	-10	1.2	18	1.91	-2.11
47	-10	1.2	27	2.87	-0.60
47	-10	1.2	36	3.82	1.33
47	-10	1.2	45	4.78	5.41
47	-10	1.8	5	0.53	-3.61
47	-10	1.8	9	0.96	-3.18
47	-10	1.8	18	1.91	-2.11
47	-10	1.8	27	2.87	-0.39
47	-10	1.8	36	3.82	1.33
47	-10	1.8	45	4.78	5.20
47	-10	2.7	5	0.53	-3.18
47	-10	2.7	9	0.96	-2.75
47	-10	2.7	18	1.91	-1.68
47	-10	2.7	27	2.87	-0.17
47	-10	2.7	36	3.82	1.76
47	-10	2.7	45	4.78	4.98
47	-10	4.0	5	0.53	-2.11
47	-10	4.0	9	0.96	-1.68
47	-10	4.0	18	1.91	-0.39
47	-10	4.0	27	2.87	0.69
47	-10	4.0	36	3.82	2.19
47	-10	4.0	45	4.78	5.20
47	-10	6.0	5	0.53	0.04
47	-10	6.0	9	0.96	0.26
47	-10	6.0	18	1.91	0.90
47	-10	6.0	27	2.87	1.97
47	-10	6.0	36	3.82	3.48
47	-10	6.0	45	4.78	6.70
47	-10	9.0	5	0.53	1.97
47	-10	9.0	9	0.96	2.19
47	-10	9.0	18	1.91	2.83
47	-10	9.0	27	2.87	3.69
47	-10	9.0	36	3.82	5.20
47	-10	9.0	45	4.78	8.85
47	-10	13.5	5	0.53	3.91
47	-10	13.5	9	0.96	4.12
47	-10	13.5	18	1.91	4.55
47	-10	13.5	27	2.87	5.41
47	-10	13.5	36	3.82	7.13
47	-10	13.5	45	4.78	9.71
47	-10	20.2	5	0.53	5.63
47	-10	20.2	9	0.96	6.06
47	-10	20.2	18	1.91	6.92
47	-10	20.2	27	2.87	8.21
47	-10	20.2	36	3.82	9.49
47	-10	20.2	45	4.78	11.43
47	-10	30.3	5	0.53	9.28
47	-10	30.3	9	0.96	9.49
47	-10	30.3	18	1.91	9.92
47	-10	30.3	27	2.87	10.78
47	-10	30.3	36	3.82	11.86
47	-10	30.3	45	4.78	13.15
47	-5	0.5	5	0.53	-2.97
47	-5	0.5	9	0.96	-2.32
47	-5	0.5	18	1.91	-1.25
47	-5	0.5	27	2.87	0.47
47	-5	0.5	36	3.82	2.40
47	-5	0.5	45	4.78	6.92
47	-5	0.8	5	0.53	-2.75
47	-5	0.8	9	0.96	-2.32
47	-5	0.8	18	1.91	-1.25
47	-5	0.8	27	2.87	0.47
47	-5	0.8	36	3.82	2.40
47	-5	0.8	45	4.78	6.92
47	-5	1.2	5	0.53	-2.75
47	-5	1.2	9	0.96	-2.32
47	-5	1.2	18	1.91	-1.03
47	-5	1.2	27	2.87	0.47
47	-5	1.2	36	3.82	2.40
47	-5	1.2	45	4.78	6.70
47	-5	1.8	5	0.53	-2.54
47	-5	1.8	9	0.96	-2.11
47	-5	1.8	18	1.91	-1.03
47	-5	1.8	27	2.87	0.47
47	-5	1.8	36	3.82	2.40
47	-5	1.8	45	4.78	6.70
47	-5	2.7	5	0.53	-2.11
47	-5	2.7	9	0.96	-1.46
47	-5	2.7	18	1.91	-0.17
47	-5	2.7	27	2.87	0.90
47	-5	2.7	36	3.82	2.62
47	-5	2.7	45	4.78	6.27
47	-5	4.0	5	0.53	-0.60
47	-5	4.0	9	0.96	-0.17
47	-5	4.0	18	1.91	0.69
47	-5	4.0	27	2.87	1.54
47	-5	4.0	36	3.82	3.26
47	-5	4.0	45	4.78	6.49
47	-5	6.0	5	0.53	0.90
47	-5	6.0	9	0.96	1.12
47	-5	6.0	18	1.91	1.97
47	-5	6.0	27	2.87	3.05
47	-5	6.0	36	3.82	4.12
47	-5	6.0	45	4.78	8.21
47	-5	9.0	5	0.53	2.83
47	-5	9.0	9	0.96	3.05
47	-5	9.0	18	1.91	3.69
47	-5	9.0	27	2.87	4.55
47	-5	9.0	36	3.82	6.06
47	-5	9.0	45	4.78	9.28
47	-5	13.5	5	0.53	4.34
47	-5	13.5	9	0.96	4.55
47	-5	13.5	18	1.91	4.98
47	-5	13.5	27	2.87	6.06
47	-5	13.5	36	3.82	7.78
47	-5	13.5	45	4.78	10.14
47	-5	20.2	5	0.53	6.70
47	-5	20.2	9	0.96	7.13
47	-5	20.2	18	1.91	8.21
47	-5	20.2	27	2.87	9.06
47	-5	20.2	36	3.82	9.92
47	-5	20.2	45	4.78	12.07
47	-5	30.3	5	0.53	9.92
47	-5	30.3	9	0.96	10.14
47	-5	30.3	18	1.91	10.78
47	-5	30.3	27	2.87	11.43
47	-5	30.3	36	3.82	12.29
47	-5	30.3	45	4.78	13.58
47	0	0.5	5	0.53	-1.68
47	0	0.5	9	0.96	-1.25
47	0	0.5	18	1.91	0.04
47	0	0.5	27	2.87	1.33
47	0	0.5	36	3.82	3.48
47	0	0.5	45	4.78	8.42
47	0	0.8	5	0.53	-1.68
47	0	0.8	9	0.96	-1.25
47	0	0.8	18	1.91	0.04
47	0	0.8	27	2.87	1.33
47	0	0.8	36	3.82	3.26
47	0	0.8	45	4.78	8.42
47	0	1.2	5	0.53	-1.68
47	0	1.2	9	0.96	-1.03
47	0	1.2	18	1.91	0.04
47	0	1.2	27	2.87	1.33
47	0	1.2	36	3.82	3.26
47	0	1.2	45	4.78	8.21
47	0	1.8	5	0.53	-1.25
47	0	1.8	9	0.96	-0.82
47	0	1.8	18	1.91	0.26
47	0	1.8	27	2.87	1.54
47	0	1.8	36	3.82	3.26
47	0	1.8	45	4.78	7.99
47	0	2.7	5	0.53	-0.39
47	0	2.7	9	0.96	-0.17
47	0	2.7	18	1.91	0.69
47	0	2.7	27	2.87	1.76
47	0	2.7	36	3.82	3.48
47	0	2.7	45	4.78	7.56
47	0	4.0	5	0.53	0.47
47	0	4.0	9	0.96	0.69
47	0	4.0	18	1.91	1.33
47	0	4.0	27	2.87	2.62
47	0	4.0	36	3.82	3.91
47	0	4.0	45	4.78	7.78
47	0	6.0	5	0.53	1.76
47	0	6.0	9	0.96	2.19
47	0	6.0	18	1.91	2.83
47	0	6.0	27	2.87	3.69
47	0	6.0	36	3.82	5.20
47	0	6.0	45	4.78	9.06
47	0	9.0	5	0.53	3.69
47	0	9.0	9	0.96	3.69
47	0	9.0	18	1.91	4.34
47	0	9.0	27	2.87	5.20
47	0	9.0	36	3.82	6.70
47	0	9.0	45	4.78	9.71
47	0	13.5	5	0.53	4.77
47	0	13.5	9	0.96	4.98
47	0	13.5	18	1.91	5.63
47	0	13.5	27	2.87	6.92
47	0	13.5	36	3.82	8.42
47	0	13.5	45	4.78	10.78
47	0	20.2	5	0.53	7.99
47	0	20.2	9	0.96	8.21
47	0	20.2	18	1.91	8.85
47	0	20.2	27	2.87	9.49
47	0	20.2	36	3.82	10.78
47	0	20.2	45	4.78	12.50
47	0	30.3	5	0.53	10.57
47	0	30.3	9	0.96	10.78
47	0	30.3	18	1.91	11.43
47	0	30.3	27	2.87	12.07
47	0	30.3	36	3.82	12.72
47	0	30.3	45	4.78	14.22
47	5	0.5	5	0.53	-0.17
47	5	0.5	9	0.96	0.26
47	5	0.5	18	1.91	1.12
47	5	0.5	27	2.87	2.40
47	5	0.5	36	3.82	4.34
47	5	0.5	45	4.78	9.49
47	5	0.8	5	0.53	-0.17
47	5	0.8	9	0.96	0.26
47	5	0.8	18	1.91	1.12
47	5	0.8	27	2.87	2.40
47	5	0.8	36	3.82	4.34
47	5	0.8	45	4.78	9.49
47	5	1.2	5	0.53	0.04
47	5	1.2	9	0.96	0.47
47	5	1.2	18	1.91	1.12
47	5	1.2	27	2.87	2.40
47	5	1.2	36	3.82	4.34
47	5	1.2	45	4.78	9.28
47	5	1.8	5	0.53	0.26
47	5	1.8	9	0.96	0.47
47	5	1.8	18	1.91	1.33
47	5	1.8	27	2.87	2.62
47	5	1.8	36	3.82	4.34
47	5	1.8	45	4.78	9.06
47	5	2.7	5	0.53	0.69
47	5	2.7	9	0.96	0.90
47	5	2.7	18	1.91	1.76
47	5	2.7	27	2.87	3.05
47	5	2.7	36	3.82	4.34
47	5	2.7	45	4.78	8.85
47	5	4.0	5	0.53	1.33
47	5	4.0	9	0.96	1.76
47	5	4.0	18	1.91	2.62
47	5	4.0	27	2.87	3.69
47	5	4.0	36	3.82	4.98
47	5	4.0	45	4.78	9.06
47	5	6.0	5	0.53	2.83
47	5	6.0	9	0.96	3.26
47	5	6.0	18	1.91	3.69
47	5	6.0	27	2.87	4.55
47	5	6.0	36	3.82	6.49
47	5	6.0	45	4.78	9.49
47	5	9.0	5	0.53	4.12
47	5	9.0	9	0.96	4.34
47	5	9.0	18	1.91	4.77
47	5	9.0	27	2.87	5.84
47	5	9.0	36	3.82	7.56
47	5	9.0	45	4.78	10.14
47	5	13.5	5	0.53	5.41
47	5	13.5	9	0.96	5.84
47	5	13.5	18	1.91	6.70
47	5	13.5	27	2.87	7.99
47	5	13.5	36	3.82	9.49
47	5	13.5	45	4.78	11.43
47	5	20.2	5	0.53	8.85
47	5	20.2	9	0.96	9.06
47	5	20.2	18	1.91	9.49
47	5	20.2	27	2.87	10.35
47	5	20.2	36	3.82	11.64
47	5	20.2	45	4.78	12.93
47	5	30.3	5	0.53	11.43
47	5	30.3	9	0.96	11.64
47	5	30.3	18	1.91	12.07
47	5	30.3	27	2.87	12.50
47	5	30.3	36	3.82	13.36
47	5	30.3	45	4.78	15.08
47	10	0.5	5	0.53	0.90
47	10	0.5	9	0.96	1.33
47	10	0.5	18	1.91	2.40
47	10	0.5	27	2.87	3.69
47	10	0.5	36	3.82	5.41
47	10	0.5	45	4.78	10.35
47	10	0.8	5	0.53	0.90
47	10	0.8	9	0.96	1.33
47	10	0.8	18	1.91	2.40
47	10	0.8	27	2.87	3.69
47	10	0.8	36	3.82	5.41
47	10	0.8	45	4.78	10.35
47	10	1.2	5	0.53	0.90
47	10	1.2	9	0.96	1.33
47	10	1.2	18	1.91	2.40
47	10	1.2	27	2.87	3.69
47	10	1.2	36	3.82	5.41
47	10	1.2	45	4.78	10.14
47	10	1.8	5	0.53	1.33
47	10	1.8	9	0.96	1.54
47	10	1.8	18	1.91	2.62
47	10	1.8	27	2.87	3.69
47	10	1.8	36	3.82	5.41
47	10	1.8	45	4.78	9.92
47	10	2.7	5	0.53	1.76
47	10	2.7	9	0.96	2.19
47	10	2.7	18	1.91	3.05
47	10	2.7	27	2.87	3.91
47	10	2.7	36	3.82	5.63
47	10	2.7	45	4.78	9.71
47	10	4.0	5	0.53	2.62
47	10	4.0	9	0.96	3.05
47	10	4.0	18	1.91	3.69
47	10	4.0	27	2.87	4.55
47	10	4.0	36	3.82	6.49
47	10	4.0	45	4.78	9.49
47	10	6.0	5	0.53	3.69
47	10	6.0	9	0.96	4.12
47	10	6.0	18	1.91	4.55
47	10	6.0	27	2.87	5.41
47	10	6.0	36	3.82	7.35
47	10	6.0	45	4.78	9.92
47	10	9.0	5	0.53	4.77
47	10	9.0	9	0.96	4.98
47	10	9.0	18	1.91	5.41
47	10	9.0	27	2.87	6.70
47	10	9.0	36	3.82	8.42
47	10	9.0	45	4.78	10.78
47	10	13.5	5	0.53	6.70
47	10	13.5	9	0.96	7.13
47	10	13.5	18	1.91	7.99
47	10	13.5	27	2.87	9.06
47	10	13.5	36	3.82	10.14
47	10	13.5	45	4.78	12.07
47	10	20.2	5	0.53	9.49
47	10	20.2	9	0.96	9.71
47	10	20.2	18	1.91	10.57
47	10	20.2	27	2.87	11.21
47	10	20.2	36	3.82	12.29
47	10	20.2	45	4.78	13.58
47	10	30.3	5	0.53	12.07
47	10	30.3	9	0.96	12.29
47	10	30.3	18	1.91	12.50
47	10	30.3	27	2.87	13.15
47	10	30.3	36	3.82	13.79
47	10	30.3	45	4.78	15.51
47	15	0.5	5	0.53	2.40
47	15	0.5	9	0.96	2.62
47	15	0.5	18	1.91	3.69
47	15	0.5	27	2.87	4.77
47	15	0.5	36	3.82	7.56
47	15	0.5	45	4.78	11.21
47	15	0.8	5	0.53	2.40
47	15	0.8	9	0.96	2.83
47	15	0.8	18	1.91	3.69
47	15	0.8	27	2.87	4.77
47	15	0.8	36	3.82	7.56
47	15	0.8	45	4.78	11.21
47	15	1.2	5	0.53	2.40
47	15	1.2	9	0.96	2.83
47	15	1.2	18	1.91	3.69
47	15	1.2	27	2.87	4.77
47	15	1.2	36	3.82	7.56
47	15	1.2	45	4.78	11.00
47	15	1.8	5	0.53	2.62
47	15	1.8	9	0.96	3.05
47	15	1.8	18	1.91	3.69
47	15	1.8	27	2.87	4.77
47	15	1.8	36	3.82	7.35
47	15	1.8	45	4.78	10.78
47	15	2.7	5	0.53	3.05
47	15	2.7	9	0.96	3.48
47	15	2.7	18	1.91	4.12
47	15	2.7	27	2.87	5.20
47	15	2.7	36	3.82	7.35
47	15	2.7	45	4.78	10.35
47	15	4.0	5	0.53	3.69
47	15	4.0	9	0.96	3.91
47	15	4.0	18	1.91	4.55
47	15	4.0	27	2.87	5.41
47	15	4.0	36	3.82	7.56
47	15	4.0	45	4.78	10.14
47	15	6.0	5	0.53	4.55
47	15	6.0	9	0.96	4.55
47	15	6.0	18	1.91	5.20
47	15	6.0	27	2.87	6.49
47	15	6.0	36	3.82	8.21
47	15	6.0	45	4.78	10.57
47	15	9.0	5	0.53	5.41
47	15	9.0	9	0.96	5.63
47	15	9.0	18	1.91	6.70
47	15	9.0	27	2.87	7.99
47	15	9.0	36	3.82	9.28
47	15	9.0	45	4.78	11.43
47	15	13.5	5	0.53	8.21
47	15	13.5	9	0.96	8.42
47	15	13.5	18	1.91	9.06
47	15	13.5	27	2.87	9.71
47	15	13.5	36	3.82	11.00
47	15	13.5	45	4.78	12.72
47	15	20.2	5	0.53	10.57
47	15	20.2	9	0.96	10.78
47	15	20.2	18	1.91	11.43
47	15	20.2	27	2.87	12.07
47	15	20.2	36	3.82	12.72
47	15	20.2	45	4.78	14.44
47	15	30.3	5	0.53	12.50
47	15	30.3	9	0.96	12.72
47	15	30.3	18	1.91	13.15
47	15	30.3	27	2.87	13.58
47	15	30.3	36	3.82	14.22
47	15	30.3	45	4.78	15.94
47	20	0.5	5	0.53	3.69
47	20	0.5	9	0.96	3.91
47	20	0.5	18	1.91	4.98
47	20	0.5	27	2.87	6.70
47	20	0.5	36	3.82	8.85
47	20	0.5	45	4.78	11.64
47	20	0.8	5	0.53	3.69
47	20	0.8	9	0.96	3.91
47	20	0.8	18	1.91	4.98
47	20	0.8	27	2.87	6.70
47	20	0.8	36	3.82	8.85
47	20	0.8	45	4.78	11.64
47	20	1.2	5	0.53	3.69
47	20	1.2	9	0.96	3.91
47	20	1.2	18	1.91	4.98
47	20	1.2	27	2.87	6.70
47	20	1.2	36	3.82	8.85
47	20	1.2	45	4.78	11.64
47	20	1.8	5	0.53	3.69
47	20	1.8	9	0.96	4.12
47	20	1.8	18	1.91	4.98
47	20	1.8	27	2.87	6.70
47	20	1.8	36	3.82	8.63
47	20	1.8	45	4.78	11.43
47	20	2.7	5	0.53	4.12
47	20	2.7	9	0.96	4.34
47	20	2.7	18	1.91	5.20
47	20	2.7	27	2.87	6.49
47	20	2.7	36	3.82	8.42
47	20	2.7	45	4.78	11.00
47	20	4.0	5	0.53	4.55
47	20	4.0	9	0.96	4.77
47	20	4.0	18	1.91	5.41
47	20	4.0	27	2.87	6.70
47	20	4.0	36	3.82	8.42
47	20	4.0	45	4.78	10.78
47	20	6.0	5	0.53	4.98
47	20	6.0	9	0.96	5.20
47	20	6.0	18	1.91	6.27
47	20	6.0	27	2.87	7.56
47	20	6.0	36	3.82	9.06
47	20	6.0	45	4.78	11.21
47	20	9.0	5	0.53	6.70
47	20	9.0	9	0.96	7.13
47	20	9.0	18	1.91	8.21
47	20	9.0	27	2.87	9.06
47	20	9.0	36	3.82	10.14
47	20	9.0	45	4.78	12.29
47	20	13.5	5	0.53	9.28
47	20	13.5	9	0.96	9.49
47	20	13.5	18	1.91	9.92
47	20	13.5	27	2.87	10.78
47	20	13.5	36	3.82	11.86
47	20	13.5	45	4.78	13.36
47	20	20.2	5	0.53	11.43
47	20	20.2	9	0.96	11.64
47	20	20.2	18	1.91	12.29
47	20	20.2	27	2.87	12.72
47	20	20.2	36	3.82	13.58
47	20	20.2	45	4.78	15.29
47	20	30.3	5	0.53	12.93
47	20	30.3	9	0.96	13.15
47	20	30.3	18	1.91	13.58
47	20	30.3	27	2.87	14.01
47	20	30.3	36	3.82	14.87
47	20	30.3	45	4.78	16.58
47	25	0.5	5	0.53	4.98
47	25	0.5	9	0.96	5.20
47	25	0.5	18	1.91	6.49
47	25	0.5	27	2.87	7.99
47	25	0.5	36	3.82	9.49
47	25	0.5	45	4.78	12.29
47	25	0.8	5	0.53	4.98
47	25	0.8	9	0.96	5.20
47	25	0.8	18	1.91	6.49
47	25	0.8	27	2.87	7.99
47	25	0.8	36	3.82	9.49
47	25	0.8	45	4.78	12.29
47	25	1.2	5	0.53	4.98
47	25	1.2	9	0.96	5.20
47	25	1.2	18	1.91	6.27
47	25	1.2	27	2.87	7.99
47	25	1.2	36	3.82	9.49
47	25	1.2	45	4.78	12.07
47	25	1.8	5	0.53	4.98
47	25	1.8	9	0.96	5.20
47	25	1.8	18	1.91	6.27
47	25	1.8	27	2.87	7.78
47	25	1.8	36	3.82	9.49
47	25	1.8	45	4.78	11.86
47	25	2.7	5	0.53	4.98
47	25	2.7	9	0.96	5.20
47	25	2.7	18	1.91	6.27
47	25	2.7	27	2.87	7.56
47	25	2.7	36	3.82	9.06
47	25	2.7	45	4.78	11.64
47	25	4.0	5	0.53	5.20
47	25	4.0	9	0.96	5.41
47	25	4.0	18	1.91	6.49
47	25	4.0	27	2.87	7.78
47	25	4.0	36	3.82	9.28
47	25	4.0	45	4.78	11.43
47	25	6.0	5	0.53	6.27
47	25	6.0	9	0.96	6.70
47	25	6.0	18	1.91	7.78
47	25	6.0	27	2.87	8.85
47	25	6.0	36	3.82	9.92
47	25	6.0	45	4.78	12.07
47	25	9.0	5	0.53	8.42
47	25	9.0	9	0.96	8.63
47	25	9.0	18	1.91	9.28
47	25	9.0	27	2.87	9.92
47	25	9.0	36	3.82	11.21
47	25	9.0	45	4.78	12.93
47	25	13.5	5	0.53	10.14
47	25	13.5	9	0.96	10.35
47	25	13.5	18	1.91	11.00
47	25	13.5	27	2.87	11.86
47	25	13.5	36	3.82	12.50
47	25	13.5	45	4.78	14.01
47	25	20.2	5	0.53	12.29
47	25	20.2	9	0.96	12.50
47	25	20.2	18	1.91	12.72
47	25	20.2	27	2.87	13.36
47	25	20.2	36	3.82	14.22
47	25	20.2	45	4.78	15.94
47	25	30.3	5	0.53	13.36
47	25	30.3	9	0.96	13.58
47	25	30.3	18	1.91	14.01
47	25	30.3	27	2.87	14.44
47	25	30.3	36	3.82	15.51
47	25	30.3	45	4.78	17.23
47	30	0.5	5	0.53	6.06
47	30	0.5	9	0.96	6.70
47	30	0.5	18	1.91	7.78
47	30	0.5	27	2.87	8.85
47	30	0.5	36	3.82	10.35
47	30	0.5	45	4.78	12.93
47	30	0.8	5	0.53	6.06
47	30	0.8	9	0.96	6.70
47	30	0.8	18	1.91	7.78
47	30	0.8	27	2.87	8.85
47	30	0.8	36	3.82	10.35
47	30	0.8	45	4.78	12.93
47	30	1.2	5	0.53	6.06
47	30	1.2	9	0.96	6.70
47	30	1.2	18	1.91	7.56
47	30	1.2	27	2.87	8.85
47	30	1.2	36	3.82	10.35
47	30	1.2	45	4.78	12.72
47	30	1.8	5	0.53	6.06
47	30	1.8	9	0.96	6.49
47	30	1.8	18	1.91	7.35
47	30	1.8	27	2.87	8.63
47	30	1.8	36	3.82	10.14
47	30	1.8	45	4.78	12.50
47	30	2.7	5	0.53	6.06
47	30	2.7	9	0.96	6.49
47	30	2.7	18	1.91	7.56
47	30	2.7	27	2.87	8.63
47	30	2.7	36	3.82	10.14
47	30	2.7	45	4.78	12.50
47	30	4.0	5	0.53	6.70
47	30	4.0	9	0.96	6.92
47	30	4.0	18	1.91	7.99
47	30	4.0	27	2.87	9.06
47	30	4.0	36	3.82	10.35
47	30	4.0	45	4.78	12.50
47	30	6.0	5	0.53	7.99
47	30	6.0	9	0.96	8.42
47	30	6.0	18	1.91	9.06
47	30	6.0	27	2.87	9.71
47	30	6.0	36	3.82	11.00
47	30	6.0	45	4.78	12.93
47	30	9.0	5	0.53	9.49
47	30	9.0	9	0.96	9.49
47	30	9.0	18	1.91	10.14
47	30	9.0	27	2.87	11.00
47	30	9.0	36	3.82	12.29
47	30	9.0	45	4.78	13.58
47	30	13.5	5	0.53	11.21
47	30	13.5	9	0.96	11.43
47	30	13.5	18	1.91	12.07
47	30	13.5	27	2.87	12.50
47	30	13.5	36	3.82	13.36
47	30	13.5	45	4.78	15.29
47	30	20.2	5	0.53	12.93
47	30	20.2	9	0.96	12.93
47	30	20.2	18	1.91	13.36
47	30	20.2	27	2.87	13.79
47	30	20.2	36	3.82	14.87
47	30	20.2	45	4.78	16.58
47	30	30.3	5	0.53	13.79
47	30	30.3	9	0.96	14.01
47	30	30.3	18	1.91	14.44
47	30	30.3	27	2.87	15.29
47	30	30.3	36	3.82	16.15
47	30	30.3	45	4.78	17.87
47	35	0.5	5	0.53	7.56
47	35	0.5	9	0.96	8.21
47	35	0.5	18	1.91	9.06
47	35	0.5	27	2.87	9.92
47	35	0.5	36	3.82	11.64
47	35	0.5	45	4.78	14.01
47	35	0.8	5	0.53	7.56
47	35	0.8	9	0.96	7.99
47	35	0.8	18	1.91	9.06
47	35	0.8	27	2.87	9.92
47	35	0.8	36	3.82	11.64
47	35	0.8	45	4.78	14.01
47	35	1.2	5	0.53	7.56
47	35	1.2	9	0.96	7.99
47	35	1.2	18	1.91	9.06
47	35	1.2	27	2.87	9.92
47	35	1.2	36	3.82	11.64
47	35	1.2	45	4.78	13.79
47	35	1.8	5	0.53	7.56
47	35	1.8	9	0.96	7.99
47	35	1.8	18	1.91	8.85
47	35	1.8	27	2.87	9.92
47	35	1.8	36	3.82	11.43
47	35	1.8	45	4.78	13.58
47	35	2.7	5	0.53	7.99
47	35	2.7	9	0.96	8.21
47	35	2.7	18	1.91	9.06
47	35	2.7	27	2.87	9.92
47	35	2.7	36	3.82	11.43
47	35	2.7	45	4.78	13.15
47	35	4.0	5	0.53	8.42
47	35	4.0	9	0.96	8.63
47	35	4.0	18	1.91	9.49
47	35	4.0	27	2.87	10.14
47	35	4.0	36	3.82	11.43
47	35	4.0	45	4.78	13.15
47	35	6.0	5	0.53	9.49
47	35	6.0	9	0.96	9.49
47	35	6.0	18	1.91	10.14
47	35	6.0	27	2.87	11.00
47	35	6.0	36	3.82	12.07
47	35	6.0	45	4.78	13.79
47	35	9.0	5	0.53	10.57
47	35	9.0	9	0.96	10.78
47	35	9.0	18	1.91	11.43
47	35	9.0	27	2.87	12.29
47	35	9.0	36	3.82	12.93
47	35	9.0	45	4.78	14.87
47	35	13.5	5	0.53	12.29
47	35	13.5	9	0.96	12.50
47	35	13.5	18	1.91	12.72
47	35	13.5	27	2.87	13.36
47	35	13.5	36	3.82	14.22
47	35	13.5	45	4.78	16.15
47	35	20.2	5	0.53	13.36
47	35	20.2	9	0.96	13.58
47	35	20.2	18	1.91	13.79
47	35	20.2	27	2.87	14.44
47	35	20.2	36	3.82	15.51
47	35	20.2	45	4.78	17.23
47	35	30.3	5	0.53	14.44
47	35	30.3	9	0.96	14.65
47	35	30.3	18	1.91	15.29
47	35	30.3	27	2.87	15.94
47	35	30.3	36	3.82	17.01
47	35	30.3	45	4.78	18.30
47	40	0.5	5	0.53	9.28
47	40	0.5	9	0.96	9.49
47	40	0.5	18	1.91	10.35
47	40	0.5	27	2.87	11.43
47	40	0.5	36	3.82	12.50
47	40	0.5	45	4.78	15.51
47	40	0.8	5	0.53	9.28
47	40	0.8	9	0.96	9.49
47	40	0.8	18	1.91	10.35
47	40	0.8	27	2.87	11.43
47	40	0.8	36	3.82	12.50
47	40	0.8	45	4.78	15.51
47	40	1.2	5	0.53	9.28
47	40	1.2	9	0.96	9.49
47	40	1.2	18	1.91	10.35
47	40	1.2	27	2.87	11.43
47	40	1.2	36	3.82	12.50
47	40	1.2	45	4.78	15.29
47	40	1.8	5	0.53	9.28
47	40	1.8	9	0.96	9.49
47	40	1.8	18	1.91	10.14
47	40	1.8	27	2.87	11.21
47	40	1.8	36	3.82	12.50
47	40	1.8	45	4.78	14.87
47	40	2.7	5	0.53	9.49
47	40	2.7	9	0.96	9.49
47	40	2.7	18	1.91	10.35
47	40	2.7	27	2.87	11.21
47	40	2.7	36	3.82	12.29
47	40	2.7	45	4.78	14.44
47	40	4.0	5	0.53	9.71
47	40	4.0	9	0.96	9.92
47	40	4.0	18	1.91	10.57
47	40	4.0	27	2.87	11.43
47	40	4.0	36	3.82	12.50
47	40	4.0	45	4.78	14.22
47	40	6.0	5	0.53	10.57
47	40	6.0	9	0.96	10.78
47	40	6.0	18	1.91	11.43
47	40	6.0	27	2.87	12.29
47	40	6.0	36	3.82	12.93
47	40	6.0	45	4.78	15.08
47	40	9.0	5	0.53	11.86
47	40	9.0	9	0.96	12.07
47	40	9.0	18	1.91	12.50
47	40	9.0	27	2.87	13.15
47	40	9.0	36	3.82	14.01
47	40	9.0	45	4.78	15.94
47	40	13.5	5	0.53	12.93
47	40	13.5	9	0.96	13.15
47	40	13.5	18	1.91	13.58
47	40	13.5	27	2.87	14.01
47	40	13.5	36	3.82	15.08
47	40	13.5	45	4.78	17.01
47	40	20.2	5	0.53	13.79
47	40	20.2	9	0.96	14.01
